world,scenario_id,condition,system,channel,run_idx,episode_id,valid,censored,hit_cap_sim_steps,hit_cap_wallclock,termination_reason,duration_s,ticks,wallclock_s,turns,agent_turns,user_turns,turn_taking,conv_progression,selectivity,n_distractors_injected,n_distractors_ignored,prd,efficiency,optimal_blocks,blocks_walked,pass_at_1,over_ratio,under_ratio,budget_side,faithfulness,dnsmos,utmos,nisqa,speech_complexity_preset,agent_model_id,decision_model_arm,ideal_tool_calls,actual_tool_calls,conditional_pop_note,conv_progression_raw13,faithfulness_raw13,conv_progression_pass_gate,faithfulness_pass_gate
nyc_geo,geo_a_base_i3,base,xai-realtime,clean,2,997192c4-aeba-4f65-ad5c-131416d218c8,1,0,0,0,user_stop,203.2,1016,277.9,55,27,28,0.8083,0.5,,,,1,1.0,5,5,1,,0.5714,under,0.5,3.11,3.988,3.298,control,xai:xai-realtime,luna,7,4,,2,2,1,1
nyc_geo,geo_a_base_i3,base,xai-realtime,clean,3,f87d38e8-2b2c-417e-9165-602d93a45d15,1,0,0,0,user_stop,934.8,4674,1245.9,125,62,63,0.8562,0.0,,,,1,0.7143,5,7,0,2.0,,over,0.0,3.139,3.733,3.156,control,xai:xai-realtime,luna,7,14,,1,1,0,0
nyc_geo,geo_a_base_i3,base,xai-realtime,clean,4,26eeaae8-ab32-45c0-ac38-a13357832c59,1,0,0,0,user_stop,286.6,1433,388.4,31,15,16,0.875,0.0,,,,1,1.0,5,5,1,,,on,0.5,3.11,3.816,3.3,control,xai:xai-realtime,luna,7,7,,1,2,0,1
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,clean,0,96a99e3e-6ba3-4aee-b288-7f474e3fb53f,1,0,0,0,user_stop,1024.8,5124,1382.5,169,84,85,0.826,0.0,,,,1,0.5385,7,13,0,2.5714,,over,0.5,3.096,3.803,3.179,control,xai:xai-realtime,luna,7,18,,1,2,0,1
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,clean,1,2fc32110-d7dc-4f85-9a43-22983b7d5148,1,1,1,0,max_steps,1200.2,6001,1671.8,231,115,116,0.0,0.0,,,,0,,5,18,0,3.2857,,over,0.0,3.112,3.877,3.124,control,xai:xai-realtime,luna,7,23,,1,1,0,0
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,clean,2,b7fdde22-d310-4c04-8fe4-882d5b1581e2,1,0,0,0,user_stop,1031.2,5156,1423.9,105,52,53,0.8528,0.0,,,,1,0.3684,7,19,0,2.0,,over,0.0,3.172,3.876,3.251,control,xai:xai-realtime,luna,7,14,,1,1,0,0
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,clean,3,00f963b1-7c96-49fe-85c8-ba92af5dd5bb,1,1,1,0,max_steps,1200.2,6001,1696.0,154,77,77,0.8277,0.0,,,,0,,7,30,0,1.2857,,over,0.0,3.069,3.709,3.192,control,xai:xai-realtime,luna,7,9,,1,1,0,0
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,clean,4,2cf7235d-cce4-4b60-b61e-fb78596920f1,1,0,0,0,user_stop,979.2,4896,1331.6,109,54,55,0.9171,1.0,,,,1,0.4667,7,15,0,1.2857,,over,0.5,3.16,3.819,3.299,control,xai:xai-realtime,luna,7,9,,3,2,1,1
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,clean,0,2cef4732-7b76-44f4-9a0a-cb26dc3657e2,1,0,0,0,user_stop,1005.0,5025,1410.5,163,81,82,0.8819,0.0,,,,1,0.4667,7,15,0,2.0,,over,0.0,3.155,3.743,3.225,control,xai:xai-realtime,luna,7,14,,1,1,0,0
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,clean,1,0e660254-db1a-4058-8513-ecd13172465a,1,0,0,0,user_stop,598.0,2990,792.8,71,35,36,0.898,0.5,,,,1,0.7778,7,9,1,,,on,1.0,3.141,3.803,3.241,control,xai:xai-realtime,luna,7,7,,2,3,1,1
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,clean,2,155db85c-d64f-45c9-9336-e0e36bdcb07a,1,0,0,0,user_stop,592.0,2960,843.3,135,67,68,0.7081,0.0,,,,1,0.7778,7,9,1,1.1429,,over,1.0,3.086,3.775,3.129,control,xai:xai-realtime,luna,7,8,,1,3,0,1
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,clean,3,f6fefd2f-89de-4161-a7fd-d34832672626,1,0,0,0,user_stop,487.6,2438,674.4,53,26,27,0.8825,0.5,,,,1,0.7778,7,9,1,1.2857,,over,0.5,3.073,3.818,3.223,control,xai:xai-realtime,luna,7,9,,2,2,1,1
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,clean,4,b1d78866-2a54-4ba7-9769-e2835d555e64,1,0,0,0,user_stop,507.4,2537,690.9,75,37,38,0.784,0.0,,,,1,0.6364,7,11,0,2.4286,,over,0.0,3.088,3.828,3.171,control,xai:xai-realtime,luna,7,17,,1,1,0,0
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,clean,0,a0a13e21-3266-4816-97d5-78007298f862,1,0,0,0,user_stop,833.6,4168,1125.5,153,76,77,0.7689,0.0,,,,1,0.5385,7,13,0,1.5714,,over,0.0,3.074,3.736,3.174,control,xai:xai-realtime,luna,7,11,,1,1,0,0
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,clean,1,ffdf3c6a-1358-4953-97ba-ae07785a576d,1,1,1,0,max_steps,1200.2,6001,1670.3,211,105,106,0.0,0.0,,,,0,,7,10,0,1.4286,,over,0.0,3.076,3.737,3.205,control,xai:xai-realtime,luna,7,10,,1,1,0,0
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,clean,2,e821e008-02d0-446c-80c7-77ecb0443450,1,0,0,0,user_stop,617.4,3087,842.7,109,54,55,0.7155,0.0,,,,1,0.6364,5,11,0,2.1429,,over,0.0,3.123,3.841,3.193,control,xai:xai-realtime,luna,7,15,,1,1,0,0
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,clean,3,7ee82222-de12-40d6-b640-9f096f47e6f6,1,0,0,0,user_stop,731.4,3657,1035.1,115,57,58,0.8554,0.5,,,,1,0.7778,5,9,1,1.1429,,over,0.5,3.092,3.841,3.275,control,xai:xai-realtime,luna,7,8,,2,2,1,1
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,clean,4,8f23fe4e-47ed-49ac-9bbb-3e4ce01d57c2,1,1,1,0,max_steps,1200.2,6001,1585.7,176,88,88,0.7902,0.0,,,,0,,7,10,0,1.7143,,over,0.0,3.125,3.801,3.179,control,xai:xai-realtime,luna,7,12,,1,1,0,0
nyc_geo,geo_f_errand_i1,errand,xai-realtime,clean,0,be035a9d-a9bb-4505-bc82-05ae56795bde,1,0,0,0,user_stop,1094.2,5471,1504.6,175,87,88,0.8229,0.0,,,,1,0.6471,11,17,0,1.5385,,over,0.0,3.048,3.82,3.204,control,xai:xai-realtime,luna,13,20,,1,1,0,0
nyc_geo,geo_f_errand_i1,errand,xai-realtime,clean,1,4bc470b8-ef12-434f-bf1c-5fe482f610b3,1,0,0,0,user_stop,637.6,3188,877.3,109,54,55,0.8015,0.0,,,,0,,11,11,0,,0.5385,under,0.0,3.037,3.82,3.209,control,xai:xai-realtime,luna,13,7,,1,1,0,0
nyc_geo,geo_f_errand_i1,errand,xai-realtime,clean,2,a75167a0-b365-4441-8c13-f6d7f8cce6c3,1,0,0,0,user_stop,723.8,3619,1025.7,127,63,64,0.7608,0.0,,,,1,0.7333,11,15,0,1.0769,,over,0.0,3.108,3.79,3.24,control,xai:xai-realtime,luna,13,14,,1,1,0,0
nyc_geo,geo_f_errand_i1,errand,xai-realtime,clean,3,1593fd7d-f542-4530-a0d8-71fed8da3090,1,0,0,0,user_stop,563.8,2819,781.2,141,70,71,0.7224,0.0,,,,1,0.6471,11,17,0,,0.3846,under,0.5,3.088,3.857,3.186,control,xai:xai-realtime,luna,13,5,,1,2,0,1
nyc_geo,geo_f_errand_i1,errand,xai-realtime,clean,4,ff09b575-2a31-4976-9045-4eea84ec915b,1,1,1,0,max_steps,1200.2,6001,1684.2,164,82,82,0.8439,0.0,,,,0,,11,27,0,,0.9231,under,0.0,3.057,3.807,3.274,control,xai:xai-realtime,luna,13,12,,1,1,0,0
nyc_geo,geo_f_errand_i2,errand,xai-realtime,clean,0,35231d38-7aba-4383-af7b-7abd28452361,1,0,0,0,user_stop,696.4,3482,923.4,67,33,34,0.9367,0.0,,,,1,1.0,11,11,1,1.3077,,over,0.5,3.151,3.895,3.317,control,xai:xai-realtime,luna,13,17,,1,2,0,1
nyc_geo,geo_f_errand_i2,errand,xai-realtime,clean,1,98e8fe17-ec50-45b9-8dd1-308730beeea5,1,0,0,0,user_stop,451.6,2258,590.1,63,31,32,0.9278,0.5,,,,1,0.8462,11,13,1,,0.5385,under,0.0,3.168,3.727,3.243,control,xai:xai-realtime,luna,13,7,,2,1,1,0
nyc_geo,geo_f_errand_i2,errand,xai-realtime,clean,2,e397f85e-3e15-48d3-9c83-7c31aa1a47c1,1,0,0,0,user_stop,624.4,3122,917.8,83,41,42,0.7896,0.0,,,,1,0.8462,11,13,1,,0.7692,under,0.0,2.98,3.63,3.133,control,xai:xai-realtime,luna,13,10,,1,1,0,0
nyc_geo,geo_f_errand_i2,errand,xai-realtime,clean,3,8aa3e943-c1b9-47b0-8d9e-1f79564208a4,1,1,1,0,max_steps,1200.2,6001,1630.7,152,76,76,0.8755,0.0,,,,0,,11,22,0,,,on,0.0,3.149,3.819,3.233,control,xai:xai-realtime,luna,13,13,,1,1,0,0
nyc_geo,geo_f_errand_i2,errand,xai-realtime,clean,4,c7aec02f-89db-4585-8587-cfc177be4c2f,1,0,0,0,user_stop,1007.8,5039,1409.9,129,64,65,0.8656,0.0,,,,1,0.6471,11,17,0,,0.8462,under,0.0,3.141,3.702,3.155,control,xai:xai-realtime,luna,13,11,,1,1,0,0
nyc_geo,geo_f_errand_i3,errand,xai-realtime,clean,0,ea8aa5a5-8736-4f5e-894a-45b51e7c01ea,1,1,1,0,max_steps,1200.2,6001,1596.9,180,90,90,0.7937,0.0,,,,0,,11,8,0,,0.4167,under,0.5,3.128,3.77,3.27,control,xai:xai-realtime,luna,12,5,,1,2,0,1
nyc_geo,geo_f_errand_i3,errand,xai-realtime,clean,1,28132d79-10b1-40ab-9815-31e2a999c1ea,1,0,0,0,user_stop,775.4,3877,1051.4,79,39,40,0.8611,0.0,,,,1,0.7333,11,15,0,,0.9167,under,0.0,3.135,3.817,3.257,control,xai:xai-realtime,luna,12,11,,1,1,0,0
nyc_geo,geo_f_errand_i3,errand,xai-realtime,clean,2,36d91a46-f2e4-4c87-aed5-fdc6e2c67040,1,0,0,0,user_stop,771.8,3859,1070.9,125,62,63,0.7568,0.0,,,,1,1.0,11,11,1,,0.5,under,0.5,3.084,3.835,3.199,control,xai:xai-realtime,luna,12,6,,1,2,0,1
nyc_geo,geo_f_errand_i3,errand,xai-realtime,clean,3,b6c13939-c33e-49fb-a4bf-70441deac25e,1,0,0,0,user_stop,703.8,3519,974.5,111,55,56,0.8314,0.0,,,,1,0.6471,11,17,0,,0.9167,under,0.5,3.071,3.695,3.247,control,xai:xai-realtime,luna,12,11,,1,2,0,1
nyc_geo,geo_f_errand_i3,errand,xai-realtime,clean,4,00e02219-f9bd-43fc-9028-acbc55f23912,1,1,1,0,max_steps,1200.2,6001,1602.9,170,85,85,0.75,0.0,,,,0,,5,11,0,2.1667,,over,0.0,3.157,3.699,3.205,control,xai:xai-realtime,luna,6,13,,1,1,0,0
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,0,9c9fa21e-3414-41fd-848b-45a7b2d6aa61,1,0,0,0,user_stop,949.2,4746,2365.4,171,85,86,,,,,,1,0.3333,5,15,0,1.4286,,over,,,,,regular,xai:xai-realtime,haiku,7,10,,,,,
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,1,c3147c08-ac01-4df1-839a-fcd855fbdded,1,0,0,0,user_stop,328.8,1644,842.7,67,33,34,,,,,,1,1.0,5,5,1,1.1429,,over,,,,,regular,xai:xai-realtime,haiku,7,8,,,,,
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,2,9c6f7149-59f7-453c-aa4b-e4e54a9d4dec,1,0,0,0,user_stop,326.8,1634,727.8,69,34,35,,,,,,1,1.0,5,5,1,,0.2857,under,,,,,regular,xai:xai-realtime,haiku,7,2,,,,,
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,3,e21261de-dbfd-4883-a289-8129122883ab,1,0,0,0,user_stop,328.6,1643,791.6,69,34,35,,,,,,1,1.0,5,5,1,,0.7143,under,,,,,regular,xai:xai-realtime,haiku,7,5,,,,,
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,4,ef8107c3-0d90-4647-aa91-6822e955ba66,1,0,0,0,user_stop,357.8,1789,908.1,63,31,32,,,,,,1,1.0,5,5,1,,0.4286,under,,,,,regular,xai:xai-realtime,haiku,7,3,,,,,
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,0,ef548e15-f597-4a77-b305-5d4a3aabc7f2,1,0,0,0,user_stop,236.6,1183,635.1,53,26,27,,,,,,1,1.0,5,5,1,,,on,,,,,regular,xai:xai-realtime,haiku,7,7,,,,,
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,1,0ad0ac35-240e-4223-afb1-be19f26cbd79,1,0,0,0,user_stop,376.8,1884,893.6,77,38,39,,,,,,1,1.0,5,5,1,,0.7143,under,,,,,regular,xai:xai-realtime,haiku,7,5,,,,,
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,2,5a3ac89b-389f-4379-a493-055c694c4a7f,1,0,0,0,user_stop,460.8,2304,1046.6,101,50,51,,,,,,1,0.2941,5,17,0,1.1429,,over,,,,,regular,xai:xai-realtime,haiku,7,8,,,,,
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,3,f93da3f8-2651-4e02-8e01-c12694192f1b,1,0,0,0,user_stop,259.0,1295,579.3,43,21,22,,,,,,1,1.0,5,5,1,,0.4286,under,,,,,regular,xai:xai-realtime,haiku,7,3,,,,,
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,4,bec42d7d-d0aa-4493-b049-a292f53d977f,1,0,0,0,user_stop,193.0,965,439.2,43,21,22,,,,,,1,1.0,5,5,1,,0.5714,under,,,,,regular,xai:xai-realtime,haiku,7,4,,,,,
nyc_geo,geo_a_base_i3,base,xai-realtime,realistic,0,4b7d5f3d-39db-4f70-9d6e-6016d664091e,1,0,0,0,user_stop,246.0,1230,590.4,41,20,21,,,,,,1,1.0,5,5,1,,0.7143,under,,,,,regular,xai:xai-realtime,haiku,7,5,,,,,
nyc_geo,geo_a_base_i3,base,xai-realtime,realistic,1,225123a3-a810-4106-a269-5f0c880578f4,1,0,0,0,user_stop,315.6,1578,673.4,71,35,36,,,,,,1,1.0,5,5,1,,0.7143,under,,,,,regular,xai:xai-realtime,haiku,7,5,,,,,
nyc_geo,geo_a_base_i3,base,xai-realtime,realistic,2,bd5fcb66-6c4c-4ec9-ae6e-cfdfa15b30fc,1,0,0,0,user_stop,303.6,1518,702.8,71,35,36,,,,,,1,1.0,5,5,1,1.4286,,over,,,,,regular,xai:xai-realtime,haiku,7,10,,,,,
nyc_geo,geo_a_base_i3,base,xai-realtime,realistic,3,e48b6776-5de9-4018-b7d8-440e99fb2d4f,1,0,0,0,user_stop,726.0,3630,1781.3,127,63,64,,,,,,1,0.7143,5,7,0,1.7143,,over,,,,,regular,xai:xai-realtime,haiku,7,12,,,,,
nyc_geo,geo_a_base_i3,base,xai-realtime,realistic,4,afc835e5-611b-4b2c-b355-6d9dbfdef44a,1,0,0,0,user_stop,295.4,1477,789.6,37,18,19,,,,,,1,1.0,5,5,1,,,on,,,,,regular,xai:xai-realtime,haiku,7,7,,,,,
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,realistic,0,a86d4186-0347-47aa-937c-309d0e213296,1,1,1,0,max_steps,1200.2,6001,3459.1,207,103,104,,,,,,0,,7,19,0,1.7143,,over,,,,,regular,xai:xai-realtime,haiku,7,12,,,,,
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,realistic,1,05140ef4-9b40-4b0f-87a6-047f963d01f5,1,0,0,0,user_stop,704.6,3523,1798.1,119,59,60,,,,,,1,0.5385,7,13,0,1.2857,,over,,,,,regular,xai:xai-realtime,haiku,7,9,,,,,
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,realistic,2,c8d25f40-660e-47ad-95bf-a4d8d6fafbe7,1,0,0,0,user_stop,623.4,3117,1672.4,113,56,57,,,,,,1,0.5385,7,13,0,,0.8571,under,,,,,regular,xai:xai-realtime,haiku,7,6,,,,,
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,realistic,3,653cef94-f0e0-4772-802d-9b067bbbceab,1,0,0,0,user_stop,833.6,4168,2206.1,129,64,65,,,,,,1,0.3684,7,19,0,1.2857,,over,,,,,regular,xai:xai-realtime,haiku,7,9,,,,,
nyc_geo,geo_b_blocked_i1,blocked,xai-realtime,realistic,4,fcd1b9a5-e28d-40e7-9461-cb39d52dc146,1,0,0,0,user_stop,1002.0,5010,2730.0,221,110,111,,,,,,1,0.4667,7,15,0,2.0,,over,,,,,regular,xai:xai-realtime,haiku,7,14,,,,,
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,realistic,0,829ffc25-0a2f-41ca-afd8-80b8b621ca11,1,0,0,0,user_stop,740.0,3700,1894.7,169,84,85,,,,,,1,0.5385,5,13,0,1.2857,,over,,,,,regular,xai:xai-realtime,haiku,7,9,,,,,
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,realistic,1,357ecdaa-5692-4e32-b141-378288e82db9,1,0,0,0,user_stop,936.8,4684,2712.8,165,82,83,,,,,,1,0.6364,7,11,0,1.8571,,over,,,,,regular,xai:xai-realtime,haiku,7,13,,,,,
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,realistic,2,c19f8fc4-0ae5-4c99-b0a2-66902070efae,1,0,0,0,user_stop,977.0,4885,2691.7,143,71,72,,,,,,1,0.4118,7,17,0,2.0,,over,,,,,regular,xai:xai-realtime,haiku,7,14,,,,,
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,realistic,3,9c9f957c-474d-44c3-b743-71cfa07da2b6,1,0,0,0,user_stop,509.6,2548,1327.4,131,65,66,,,,,,1,0.7778,7,9,1,1.5714,,over,,,,,regular,xai:xai-realtime,haiku,7,11,,,,,
nyc_geo,geo_b_blocked_i2,blocked,xai-realtime,realistic,4,87b45a5d-1a59-4348-96bb-03206f406ddb,1,0,0,0,user_stop,1008.8,5044,2584.9,216,108,108,,,,,,0,,5,10,0,1.4286,,over,,,,,regular,xai:xai-realtime,haiku,7,10,,,,,
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,realistic,0,9c8d5179-802c-444a-8802-9e2e30ba3fad,1,0,0,0,user_stop,1196.0,5980,3647.3,153,76,77,,,,,,1,0.5385,5,13,0,2.4286,,over,,,,,regular,xai:xai-realtime,haiku,7,17,,,,,
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,realistic,1,d33096b8-e782-4985-828b-34b856584373,1,1,1,0,max_steps,1200.2,6001,3612.7,344,172,172,,,,,,0,,5,15,0,2.4286,,over,,,,,regular,xai:xai-realtime,haiku,7,17,,,,,
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,realistic,2,92d88a06-ba6d-4fe0-83dd-34e7de2dedd6,1,1,1,0,max_steps,1200.2,6001,3356.1,220,110,110,,,,,,0,,5,15,0,1.2857,,over,,,,,regular,xai:xai-realtime,haiku,7,9,,,,,
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,realistic,3,9fc04b28-e492-453f-897b-348035809ccf,1,0,0,0,user_stop,909.6,4548,2447.6,131,65,66,,,,,,1,0.6364,7,11,0,2.2857,,over,,,,,regular,xai:xai-realtime,haiku,7,16,,,,,
nyc_geo,geo_b_blocked_i3,blocked,xai-realtime,realistic,4,5296021b-6892-42ce-9ad6-b18e997eb4f3,1,0,0,0,user_stop,994.2,4971,2372.5,197,98,99,,,,,,1,0.7778,5,9,1,,0.8571,under,,,,,regular,xai:xai-realtime,haiku,7,6,,,,,
nyc_geo,geo_f_errand_i1,errand,xai-realtime,realistic,0,564bf818-1172-4c02-804e-51ccd68d26ed,1,0,0,0,user_stop,740.6,3703,2026.6,121,60,61,,,,,,1,0.8462,11,13,1,,0.8462,under,,,,,regular,xai:xai-realtime,haiku,13,11,,,,,
nyc_geo,geo_f_errand_i1,errand,xai-realtime,realistic,1,32b17e58-9a88-4a36-87e3-b86f9748f1d4,1,1,1,0,max_steps,1200.2,6001,3345.8,202,101,101,,,,,,0,,11,12,0,1.7692,,over,,,,,regular,xai:xai-realtime,haiku,13,23,,,,,
nyc_geo,geo_f_errand_i1,errand,xai-realtime,realistic,2,195e0ef5-66f1-4d2e-8ba5-cc165304cd55,1,0,0,0,user_stop,667.6,3338,1765.0,159,79,80,,,,,,1,0.8462,11,13,1,,0.8462,under,,,,,regular,xai:xai-realtime,haiku,13,11,,,,,
nyc_geo,geo_f_errand_i1,errand,xai-realtime,realistic,3,4c0c069a-d62b-4cfb-8f0c-ca9f87042abc,1,0,0,0,user_stop,713.8,3569,1939.0,83,41,42,,,,,,1,0.8462,11,13,1,,0.7692,under,,,,,regular,xai:xai-realtime,haiku,13,10,,,,,
nyc_geo,geo_f_errand_i1,errand,xai-realtime,realistic,4,963207fc-19f2-4f74-9b4f-680904028045,1,0,0,0,user_stop,829.0,4145,2284.8,101,50,51,,,,,,1,0.8462,11,13,1,,0.5385,under,,,,,regular,xai:xai-realtime,haiku,13,7,,,,,
nyc_geo,geo_f_errand_i2,errand,xai-realtime,realistic,0,ec098968-e80b-4cb3-8293-49a5a96b8dc1,1,0,0,0,user_stop,524.8,2624,1251.8,107,53,54,,,,,,1,1.0,11,11,1,,,on,,,,,regular,xai:xai-realtime,haiku,13,13,,,,,
nyc_geo,geo_f_errand_i2,errand,xai-realtime,realistic,1,b657f6e6-b19f-42d7-bff0-f466f71e12ea,1,0,0,0,user_stop,659.2,3296,1746.6,135,67,68,,,,,,1,0.8462,11,13,1,,0.8462,under,,,,,regular,xai:xai-realtime,haiku,13,11,,,,,
nyc_geo,geo_f_errand_i2,errand,xai-realtime,realistic,2,eca28e13-ed6e-491e-9fb5-99aba8b7d7ef,1,0,0,0,user_stop,826.2,4131,2145.2,127,63,64,,,,,,1,0.6471,11,17,0,1.4615,,over,,,,,regular,xai:xai-realtime,haiku,13,19,,,,,
nyc_geo,geo_f_errand_i2,errand,xai-realtime,realistic,3,16ec6470-34f4-4871-9da9-121d5852b936,1,0,0,0,user_stop,639.2,3196,1652.4,139,69,70,,,,,,1,1.0,11,11,1,,0.6154,under,,,,,regular,xai:xai-realtime,haiku,13,8,,,,,
nyc_geo,geo_f_errand_i2,errand,xai-realtime,realistic,4,b64e1770-8419-4a11-ac7d-47dc6dd0c906,1,0,0,0,user_stop,600.6,3003,1693.6,97,48,49,,,,,,1,1.0,11,11,1,,0.7692,under,,,,,regular,xai:xai-realtime,haiku,13,10,,,,,
nyc_geo,geo_f_errand_i3,errand,xai-realtime,realistic,0,e9fb37a0-bedc-415e-8449-88aea7ac9e4b,1,0,0,0,user_stop,894.4,4472,2270.3,169,84,85,,,,,,1,1.0,11,11,1,,0.9167,under,,,,,regular,xai:xai-realtime,haiku,12,11,,,,,
nyc_geo,geo_f_errand_i3,errand,xai-realtime,realistic,1,45e7a7f0-b2da-4fef-97bf-0ad6353f4e5a,1,0,0,0,user_stop,894.0,4470,2453.6,191,95,96,,,,,,1,0.7333,11,15,0,,0.5833,under,,,,,regular,xai:xai-realtime,haiku,12,7,,,,,
nyc_geo,geo_f_errand_i3,errand,xai-realtime,realistic,2,cd9b0cff-d10f-499f-84be-94ad7f7e019b,1,1,1,0,max_steps,1200.2,6001,3505.7,268,134,134,,,,,,0,,11,20,0,1.5,,over,,,,,regular,xai:xai-realtime,haiku,12,18,,,,,
nyc_geo,geo_f_errand_i3,errand,xai-realtime,realistic,3,e4ee620f-d489-49c9-93ff-d25123f48aa6,1,0,0,0,user_stop,876.8,4384,2546.2,201,100,101,,,,,,1,0.7333,11,15,0,,,on,,,,,regular,xai:xai-realtime,haiku,12,12,,,,,
nyc_geo,geo_f_errand_i3,errand,xai-realtime,realistic,4,3bf974ca-1084-41d0-ac2e-169cc3c4f9a4,1,0,0,0,user_stop,428.2,2141,1056.5,83,41,42,,,,,,1,1.0,11,11,1,,0.4167,under,,,,,regular,xai:xai-realtime,haiku,12,5,,,,,
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,0,1b59aed0-7990-42e5-8267-cd2c71c231ea,1,0,0,0,user_stop,674.8,3374,1515.9,137,68,69,0.7855,0.0,0.5,6,3,1,0.3846,5,13,0,,0.8571,under,0.5,3.23,3.801,3.21,regular,xai:xai-realtime,luna,7,6,,1,2,0,1
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,1,ee6f08ae-f9db-4f93-aecf-75f428841ae0,1,0,0,0,user_stop,232.2,1161,427.5,33,16,17,0.8556,0.5,0.3333,3,1,1,1.0,5,5,1,,0.4286,under,0.5,3.136,3.856,3.222,regular,xai:xai-realtime,luna,7,3,,2,2,1,1
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,2,fc17ed56-0a41-4c4b-a43a-f17424d2137c,1,0,0,0,user_stop,271.2,1356,592.7,63,31,32,0.7231,0.5,1.0,1,1,1,1.0,5,5,1,,0.8571,under,0.5,3.143,3.663,3.195,regular,xai:xai-realtime,luna,7,6,,2,2,1,1
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,3,d3beea37-88cf-4ff0-8852-501e98dd8926,1,0,0,0,user_stop,247.6,1238,605.9,49,24,25,0.7864,0.5,0.0,2,0,1,1.0,5,5,1,,0.5714,under,0.5,3.163,3.769,3.194,regular,xai:xai-realtime,luna,7,4,,2,2,1,1
nyc_geo,geo_a_base_i1,base,xai-realtime,realistic,4,94900ab6-7298-4c18-979d-1ed36a930b8a,1,0,0,0,user_stop,401.4,2007,852.8,69,34,35,0.8246,0.5,0.0,1,0,1,1.0,5,5,1,1.1429,,over,0.0,3.199,3.767,3.211,regular,xai:xai-realtime,luna,7,8,,2,1,1,0
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,0,660d1a78-1d8b-43b0-80ed-fe9730b2cd5d,1,0,0,0,user_stop,283.4,1417,556.6,59,29,30,0.7375,0.5,1.0,5,5,1,1.0,5,5,1,,0.8571,under,0.5,3.14,3.726,3.219,regular,xai:xai-realtime,luna,7,6,,2,2,1,1
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,1,7736a1c1-5ea9-47a2-8abf-5482ad3e2bfc,1,0,0,0,user_stop,429.4,2147,1046.4,119,59,60,0.7143,0.0,0.5,2,1,1,1.0,5,5,1,,0.8571,under,0.5,3.124,3.81,3.218,regular,xai:xai-realtime,luna,7,6,,1,2,0,1
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,2,3453a5df-e970-4d39-8c49-1f74d3423c1a,1,0,0,0,user_stop,457.4,2287,1180.1,164,82,82,0.6023,0.0,0.5714,7,4,1,1.0,5,5,1,,0.8571,under,0.5,3.175,3.815,3.178,regular,xai:xai-realtime,luna,7,6,,1,2,0,1
nyc_geo,geo_a_base_i2,base,xai-realtime,realistic,3,db2b2f62-b58c-43b1-bd15-d6b380dbc72b,1,0,0,0,user_stop,403.4,2017,978.4,81,40,41,0.7395,0.5,0.4286,7,3,1,1.0,5,5,1,,0.5714,under,0.5,3.242,3.869,3.266,regular,xai:xai-realtime,luna,7,4,,2,2,1,1
